1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
46.33203389,44.6798603,43.6361186,40.76956861,34.45041435,36.19013551,36.72477468,28.51728373,28.96673915,25.21728742,33.62357669,28.58534879,25.32457222,27.14137812,28.21516523,20.60658472,17.63331474,18.9765342,20.67286861,20.2681354,16.99774442,19.69683285,19.33693513,13.62595238,18.08102569,19.93899462,15.78036097,13.50765754,17.11764399,16.10939589,13.31943847,11.43382168,8.415990382,10.60934494,11.03191634,11.79204656,10.28475762,14.55321835,9.978562412,13.47586712,11.97120069,10.3762839,9.417945286,12.90000531
20.2117181,19.72840986,18.59471237,20.28532558,20.046049,18.46326665,18.06721843,18.39244261,18.59937919,18.27229415,18.41254494,18.93447799,19.03740136,18.40048047,17.85302583,17.65487834,16.88261994,16.63188718,15.7113321,17.92834593,18.08510898,17.91443712,18.52800322,18.24345627,18.53555823,18.20590813,18.04299489,17.66276413,17.21360926,16.807687,16.30915964,16.10618589,15.60614081,15.89058494,15.89461225,15.87830235,15.40368459,15.74035116,16.07155908,15.88688387,15.7075602,16.07176927,16.12251032,16.21788608
