1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
14.41330102,13.19551258,13.4270908,13.30396854,11.86310335,13.26183386,13.0647249,12.69977857,12.23845414,12.74846224,12.16736124,11.34388562,10.68278146,10.16903928,10.21329217,10.30299908,9.821398338,9.453193529,9.769618134,9.168405889,9.359977316,9.066176844,8.964488073,9.231363165,9.798903322
17.08655033,17.24104249,17.60168898,17.61437988,17.70964243,17.76194777,17.74885219,17.79202407,17.96216892,18.16662564,17.97611453,17.77773078,17.81869188,17.70723864,17.45317365,17.47030913,17.56761617,17.49644707,17.73916014,18.29980371,18.11529593,18.15010586,18.47421039,18.76281596,18.89612882
