1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0.316044348,2.535459309,3.299369993,2.949632707,3.634474066,2.881105953,5.545557249,4.995846307,6.242648947,5.082170441,5.222703775,3.997082776,4.077798755,4.466572878,4.445912022,3.8698055,4.309622763,4.2157129,3.929368646,3.640346806,3.92188352,2.133651742,3.332067308,2.854185922,3.968707748,3.209661156
14.90396658,16.91979945,17.3073265,17.30355126,17.4302075,17.41505411,17.51089409,17.59277219,17.05588364,16.98434472,17.09378418,16.71270553,16.88721571,16.39317981,15.66387848,15.55963444,15.07942138,14.64396801,13.67209537,13.48448605,13.35260783,12.79869857,11.61369575,10.81918143,10.58648789,10.62408972
